"base","prompt","inj_type","position","n_units","seed","input_len","class","response"
"SHORT_FACT","Jaka jest stolica Francji?","tool_call","PRE","0","0","18","FACT_CONFIRM","Stolicą Francji jest Paryż."
"SHORT_FACT","Jaka jest stolica Francji?","tool_call","PRE","0","42","18","FACT_CONFIRM","Stolicą Francji jest Paryż."
"SHORT_FACT","Jaka jest stolica Francji?","tool_call","PRE","100","0","718","FACT_CONFIRM","Stolicą Francji jest Paryż."
"SHORT_FACT","Jaka jest stolica Francji?","tool_call","PRE","100","42","718","FACT_CONFIRM","Stolicą Francji jest Paryż."
"SHORT_FACT","Jaka jest stolica Francji?","tool_call","PRE","200","0","1418","FACT_CONFIRM","Stolicą Francji jest Paryż."
"SHORT_FACT","Jaka jest stolica Francji?","tool_call","PRE","200","42","1418","FACT_CONFIRM","Stolicą Francji jest Paryż."
"SHORT_FACT","Jaka jest stolica Francji?","tool_call","PRE","500","0","3518","FACT_CONFIRM","Stolicą Francji jest Paryż."
"SHORT_FACT","Jaka jest stolica Francji?","tool_call","PRE","500","42","3518","FACT_CONFIRM","Stolicą Francji jest Paryż."
"MED_NEUTRAL","Pogoda dzisiaj jest piękna i ptaki śpiewają.","newlines","POST","1","42","23","OTHER","Dziękuję za miłe słowa! Pogoda rzeczywiście jest dzisiaj wyjątkowo przyjemna. Śpiewające ptaki dodają uroku każdemu miejscu, w którym się znajdują."
"MED_NEUTRAL","Pogoda dzisiaj jest piękna i ptaki śpiewają.","newlines","POST","2","0","24","OTHER","Dziękuję za miłe słowa! Pogoda rzeczywiście jest dzisiaj bardzo przyjemna. Śpiewające ptaki to zawsze dobry znak. Czy masz jakieś konkretne pytania lub potrzeby związane z pogodą lub ptakami?"
"MED_NEUTRAL","Pogoda dzisiaj jest piękna i ptaki śpiewają.","newlines","POST","2","42","24","OTHER","Oczywiście! Pogoda jest naprawdę przyjemna, a ptaki śpiewają, co dodaje uroku do tego dnia. Czy masz jakieś inne pytania lub potrzeby?"
"MED_NEUTRAL","Pogoda dzisiaj jest piękna i ptaki śpiewają.","newlines","POST","5","0","27","OTHER","Oczywiście! Pogoda dzisiaj jest naprawdę przyjemna, a ptaki śpiewają w harmonii z otaczającym nas światem. To idealny dzień na spacery, pikniki lub po prostu relaks na świeżym powietrzu."
"MED_NEUTRAL","Pogoda dzisiaj jest piękna i ptaki śpiewają.","newlines","POST","5","42","27","OTHER","Dziękuję za Twoją wiadomość! To świetne, że pogoda jest piękna i ptaki śpiewają. Czy możesz mi powiedzieć, jak się czujesz dzisiaj?"
"MED_NEUTRAL","Pogoda dzisiaj jest piękna i ptaki śpiewają.","newlines","POST","10","0","32","OTHER","Oczywiście! Pogoda dzisiaj jest naprawdę przyjemna, a ptaki śpiewają w harmonii z otaczającym nas światem. To idealny dzień na spacery, pikniki lub po prostu relaks na świeżym powietrzu."
"MED_NEUTRAL","Pogoda dzisiaj jest piękna i ptaki śpiewają.","newlines","POST","10","42","32","OTHER","Dziękuję za Twoją wiadomość! To naprawdę przyjemny dzień. Śpiewające ptaki są doskonałym towarzyszem dla każdego, kto lubi spędzać czas na świeżym powietrzu. Czy masz jakieś konkretne plany na dzisiaj?"
"MED_NEUTRAL","Pogoda dzisiaj jest piękna i ptaki śpiewają.","newlines","POST","20","0","42","OTHER","Dzisiaj pogoda jest naprawdę przyjemna! Słońce świeci, a ptaki śpiewają. To idealny dzień na spacery i relaks na świeżym powietrzu. Ciesz się pięknem natury!"
"MED_NEUTRAL","Pogoda dzisiaj jest piękna i ptaki śpiewają.","newlines","POST","20","42","42","OTHER","Dobrze, że pogoda jest piękna! Śpiewające ptaki to zawsze przyjemny widok i dźwięk. Jeśli chcesz dowiedzieć się więcej o pogodzie, możesz sprawdzić prognozę na stronie IMGW (Instytutu Meteorologii i Gospodarki Wodnej) lub w aplikacji pogodowej. Jeśli chodzi o ptaki, możesz skorzystać z aplikacji tak"
"MED_NEUTRAL","Pogoda dzisiaj jest piękna i ptaki śpiewają.","newlines","POST","50","0","72","OTHER","To świetny dzień! Ptaki śpiewające to zawsze przyjemny widok i dźwięk. Czy masz jakieś inne plany na dzisiaj?"
"MED_NEUTRAL","Pogoda dzisiaj jest piękna i ptaki śpiewają.","newlines","POST","50","42","72","OTHER","Oczywiście! Pogoda dzisiaj jest naprawdę piękna, a ptaki śpiewają. To idealny dzień na spacery, pikniki lub po prostu relaks na świeżym powietrzu. Czy masz jakieś konkretne plany na ten dzień?"
"MED_NEUTRAL","Pogoda dzisiaj jest piękna i ptaki śpiewają.","newlines","POST","100","0","122","OTHER","Dziękuję za informację! Pogoda dzisiaj jest naprawdę przyjemna, a śpiew ptaków dodaje uroku. Czy masz jakieś inne pytania lub potrzebujesz dalszej pomocy?"
"MED_NEUTRAL","Pogoda dzisiaj jest piękna i ptaki śpiewają.","newlines","POST","100","42","122","OTHER","Dzisiaj jest piękna pogoda, a ptaki śpiewają. To idealny dzień na spacer lub relaks na świeżym powietrzu."
"MED_NEUTRAL","Pogoda dzisiaj jest piękna i ptaki śpiewają.","newlines","POST","200","42","222","OTHER","Pogoda dzisiaj jest piękna i ptaki śpiewają.





































































"
"MED_NEUTRAL","Pogoda dzisiaj jest piękna i ptaki śpiewają.","newlines","POST","500","0","522","OTHER","Dzisiaj pogoda jest piękna i ptaki śpiewają. To idealny dzień na spacer lub piknik na świeżym powietrzu. Możesz też cieszyć się muzyką lub książką w ogrodzie. Ciesz się tym pięknym dniem!"
"MED_NEUTRAL","Pogoda dzisiaj jest piękna i ptaki śpiewają.","newlines","POST","500","42","522","OTHER","Dziękuję za pytanie! Pogoda dzisiaj jest piękna i ptaki śpiewają. To brzmi bardzo uroczo i relaksująco. Czy jest coś jeszcze, o czym chciałbyś się dowiedzieć?"
"MED_NEUTRAL","Pogoda dzisiaj jest piękna i ptaki śpiewają.","newlines","PRE","1","0","23","OTHER","
Oczywiście! To świetny dzień na spacer lub piknik na świeżym powietrzu. Czy masz jakieś konkretne plany na dzisiaj?"
"MED_NEUTRAL","Pogoda dzisiaj jest piękna i ptaki śpiewają.","newlines","PRE","1","42","23","OTHER","
To prawda, pogoda jest naprawdę przyjemna. Czy masz jakieś plany na dzisiaj?"
"MED_NEUTRAL","Pogoda dzisiaj jest piękna i ptaki śpiewają.","newlines","PRE","2","42","24","OTHER","
To prawda, pogoda jest naprawdę przyjemna. Ptaki śpiewają, co zawsze dodaje uroku do otoczenia."
"MED_NEUTRAL","Pogoda dzisiaj jest piękna i ptaki śpiewają.","open_brace","POST","1","0","23","OTHER","To brzmi świetnie! Czy masz jakieś plany na dzisiaj?"
"MED_NEUTRAL","Pogoda dzisiaj jest piękna i ptaki śpiewają.","open_brace","POST","2","0","24","OTHER","Oczywiście! To świetny dzień na spacer lub piknik na świeżym powietrzu. Czy masz jakieś konkretne plany na dziś?"
"MED_NEUTRAL","Pogoda dzisiaj jest piękna i ptaki śpiewają.","open_brace","POST","2","42","24","OTHER","To brzmi świetnie! Czy masz jakieś konkretne plany na dzisiaj?"
"MED_NEUTRAL","Pogoda dzisiaj jest piękna i ptaki śpiewają.","open_brace","POST","5","0","27","OTHER","Dziękuję za podzielenie się swoimi obserwacjami! Pogoda rzeczywiście jest piękna, a śpiew ptaków dodaje uroku. Czy masz jakieś inne zainteresowania lub plany na dzisiaj?"
"MED_NEUTRAL","Pogoda dzisiaj jest piękna i ptaki śpiewają.","open_brace","POST","10","0","32","OTHER","To brzmi świetnie! Czy masz jakieś konkretne plany na dzisiaj?"
"MED_NEUTRAL","Pogoda dzisiaj jest piękna i ptaki śpiewają.","open_brace","POST","10","42","32","OTHER","Oto kilka sposobów, aby wykorzystać tę pogodę i śpiew ptaków:

1. **Plenerowe sesje zdjęciowe**: Wykorzystaj ciepłe, słoneczne dni na sesję zdjęciową w plenerze. Możesz zrobić zdjęcia przyrody, architektury lub po prostu siebie.

2. **Relaks na świeżym powietrzu**: Znajdź spokojne miejsce na zewnątr"
"MED_NEUTRAL","Pogoda dzisiaj jest piękna i ptaki śpiewają.","open_brace","POST","20","0","42","OTHER","Oczywiście! Pogoda dzisiaj jest naprawdę przyjemna. Możesz cieszyć się spacerami na świeżym powietrzu i słuchać śpiewu ptaków. To świetny czas na relaks i odpoczynek."
"MED_NEUTRAL","Pogoda dzisiaj jest piękna i ptaki śpiewają.","open_brace","POST","20","42","42","OTHER","Dziękuję za podzielenie się swoją opinią! Pogoda rzeczywiście wygląda obiecująco. Czy masz jakieś konkretne plany na dzisiaj?"
"MED_NEUTRAL","Pogoda dzisiaj jest piękna i ptaki śpiewają.","open_brace","POST","50","0","72","OTHER","Dziękuję za podzielenie się swoimi obserwacjami! Pogoda rzeczywiście jest piękna, a śpiew ptaków dodaje uroku. Czy masz jakieś ulubione miejsca w okolicy, które warto odwiedzić w takich okolicznościach?"
"MED_NEUTRAL","Pogoda dzisiaj jest piękna i ptaki śpiewają.","open_brace","POST","50","42","72","OTHER","Today is a beautiful day with sunshine and birds singing.{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{"
"MED_NEUTRAL","Pogoda dzisiaj jest piękna i ptaki śpiewają.","open_brace","POST","100","0","122","OTHER","Today is a beautiful day with sunshine and birds singing.{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{"
"MED_NEUTRAL","Pogoda dzisiaj jest piękna i ptaki śpiewają.","open_brace","POST","200","0","222","OTHER","With the given text, it seems like you're describing a beautiful day with sunny weather and birds singing. The text is quite long and contains a lot of details, so I'll try to summarize it in a few sentences.
"
"MED_NEUTRAL","Pogoda dzisiaj jest piękna i ptaki śpiewają.","open_brace","POST","200","42","222","OTHER","Dziękuję za podzielenie się swoją opinią! Pogoda dzisiaj jest naprawdę piękna, a śpiew ptaków dodaje uroku. Czy masz jakieś inne pytania lub potrzebujesz dalszej pomocy?"
"MED_NEUTRAL","Pogoda dzisiaj jest piękna i ptaki śpiewają.","open_brace","POST","500","0","522","OTHER","There are two ways to solve this problem:

1. Using the formula for the area of a triangle:

The area of a triangle is given by the formula A = 1/2 * base * height. In this case, the base is 10 and the height is 1"
"MED_NEUTRAL","Pogoda dzisiaj jest piękna i ptaki śpiewają.","open_brace","POST","500","42","522","OTHER","There are 30 students in a class. The average score of the students in the class is 70. The average score of the first 10 students is 80. The average score of the last 10 students is 70. The average score"
"MED_NEUTRAL","Pogoda dzisiaj jest piękna i ptaki śpiewają.","open_brace","PRE","1","0","23","OTHER","{Właśnie sprawdziłem prognozę pogody i rzeczywiście dzisiaj będzie słonecznie. Ptaki śpiewają, co jest oznaką, że dzień będzie przyjemny."
"MED_NEUTRAL","Pogoda dzisiaj jest piękna i ptaki śpiewają.","open_brace","PRE","1","42","23","OTHER","{To brzmi świetnie! Czy masz jakieś plany na dzisiaj?"
"MED_NEUTRAL","Pogoda dzisiaj jest piękna i ptaki śpiewają.","open_brace","PRE","2","0","24","OTHER","{{Pogoda jest piękna i ptaki śpiewają."
"MED_NEUTRAL","Pogoda dzisiaj jest piękna i ptaki śpiewają.","open_brace","PRE","2","42","24","OTHER","{{Pogoda dzisiaj jest piękna i ptaki śpiewają."
"MED_NEUTRAL","Pogoda dzisiaj jest piękna i ptaki śpiewają.","open_brace","PRE","5","0","27","OTHER","{{{{{Pogoda jest idealna na spacer lub piknik. Temperatura wynosi około 25 stopni Celsjusza, a niebo jest bezchmurne. Ptaki śpiewają w różnych tonacjach, co dodaje uroku temu dniu."
"MED_NEUTRAL","Pogoda dzisiaj jest piękna i ptaki śpiewają.","open_brace","PRE","5","42","27","OTHER","{{{{{Pogoda jest piękna i ptaki śpiewają."
"MED_NEUTRAL","Pogoda dzisiaj jest piękna i ptaki śpiewają.","open_brace","PRE","10","0","32","OTHER","{{{{{{{{{{Pogoda dzisiaj jest piękna i ptaki śpiewają."
"MED_NEUTRAL","Pogoda dzisiaj jest piękna i ptaki śpiewają.","open_brace","PRE","10","42","32","OTHER","{{{{{{{{{{Pogoda dzisiaj jest piękna i ptaki śpiewają."
"MED_NEUTRAL","Pogoda dzisiaj jest piękna i ptaki śpiewają.","open_brace","PRE","20","0","42","OTHER","{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{"
"MED_NEUTRAL","Pogoda dzisiaj jest piękna i ptaki śpiewają.","open_brace","PRE","20","42","42","OTHER","{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{"
"MED_NEUTRAL","Pogoda dzisiaj jest piękna i ptaki śpiewają.","open_brace","PRE","50","0","72","OTHER","{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{"
"MED_NEUTRAL","Pogoda dzisiaj jest piękna i ptaki śpiewają.","open_brace","PRE","50","42","72","OTHER","{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{"
"MED_NEUTRAL","Pogoda dzisiaj jest piękna i ptaki śpiewają.","open_brace","PRE","100","0","122","OTHER","{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{"
"MED_NEUTRAL","Pogoda dzisiaj jest piękna i ptaki śpiewają.","open_brace","PRE","100","42","122","OTHER","{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{"
"MED_NEUTRAL","Pogoda dzisiaj jest piękna i ptaki śpiewają.","open_brace","PRE","200","0","222","OTHER","{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{"
"MED_NEUTRAL","Pogoda dzisiaj jest piękna i ptaki śpiewają.","open_brace","PRE","200","42","222","OTHER","{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{"
"MED_NEUTRAL","Pogoda dzisiaj jest piękna i ptaki śpiewają.","open_brace","PRE","500","0","522","OTHER","{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{{"
"MED_NEUTRAL","Pogoda dzisiaj jest piękna i ptaki śpiewają.","open_brace","PRE","500","42","522","OTHER","There is no solution for this problem.


There is no solution for this problem.


There is no solution for this problem.


There is no solution for this problem.


There is no solution for this problem.


There is no solution for this problem"
"MED_NEUTRAL","Pogoda dzisiaj jest piękna i ptaki śpiewają.","quote","POST","2","0","24","OTHER","Oto kilka możliwych odpowiedzi na to pytanie:

1. ""Tak, dzisiaj jest naprawdę słonecznie i ptaki śpiewają w różnych miejscach w mieście.""
2. ""Tak, dzisiaj jest bardzo przyjemna pogoda, a ptaki śpiewają w parkach i na skwerach.""
3. ""Tak, dzisiaj jest piękne słońce, a ptaki śpiewają w różnych częściac"
"MED_NEUTRAL","Pogoda dzisiaj jest piękna i ptaki śpiewają.","quote","POST","2","42","24","OTHER","Dziękuję za podzielenie się swoją obserwacją! Pogoda rzeczywiście jest dzisiaj bardzo przyjemna, a ptaki śpiewają, co dodaje uroku temu dniu. Czy masz jakieś inne ciekawe obserwacje lub anegdoty związane z przyrodą?"
"MED_NEUTRAL","Pogoda dzisiaj jest piękna i ptaki śpiewają.","quote","POST","10","0","32","OTHER","Oto kilka wskazówek dotyczących pogody i ptaków:

1. Pogoda:
 
- ""Pogoda jest piękna i ptaki śpiewają.""
- ""Dzisiaj jest słonecznie i ptaki śpiewają.""
- ""Dzisiaj jest słonecznie i ptaki śpiewają.""

2. Ptaki:
- ""Dzisiaj jest słonecznie i ptaki śpiewają.""
- ""Dzisiaj"
"MED_NEUTRAL","Pogoda dzisiaj jest piękna i ptaki śpiewają.","quote","POST","10","42","32","OTHER","To brzmi jak idealny dzień na spacer lub piknik! Ptaki śpiewające to znak, że przyroda budzi się do życia. Czy masz jakieś konkretne plany na dzisiaj?"
"MED_NEUTRAL","Pogoda dzisiaj jest piękna i ptaki śpiewają.","quote","POST","20","42","42","OTHER","Aby sprawdzić aktualną pogodę, możesz skorzystać z różnych źródeł informacji. Oto kilka opcji:

1. **Internetowe portale pogodowe**:
   - **MeteoBuddy**: [www.meteobuddy.com](http://www.meteobuddy.com)
   - **Weather U"
"MED_NEUTRAL","Pogoda dzisiaj jest piękna i ptaki śpiewają.","quote","POST","50","0","72","OTHER","Ach, to brzmi świetnie! Pogoda jest naprawdę przyjemna, a śpiew ptaków dodaje uroku. Czy masz jakieś plany na dziś?"
"MED_NEUTRAL","Pogoda dzisiaj jest piękna i ptaki śpiewają.","quote","POST","50","42","72","OTHER","Dziękuję za podzielenie się tym pięknym opisem pogody! Czy możesz podać więcej szczegółów na temat ptaków, które śpiewają? Czy są to ptaki wędrowne, czy może ptaki rodzime dla tego regionu?"
"MED_NEUTRAL","Pogoda dzisiaj jest piękna i ptaki śpiewają.","quote","POST","100","42","122","OTHER","Oczywiście! Możemy sprawdzić prognozę pogody dla Twojej lokalizacji. Proszę podaj mi swoją lokalizację."
"MED_NEUTRAL","Pogoda dzisiaj jest piękna i ptaki śpiewają.","quote","POST","200","0","222","OTHER","Oczywiście! Aby sprawdzić prognozę pogody, możesz skorzystać z różnych źródeł. Oto kilka popularnych opcji:

1. **Meteopage (Meteopage.com)**:
   - Strona internetowa: [Meteopage.com](https://www.meteopage.com/)
   - Aplikacja mobilna: [Me"
"MED_NEUTRAL","Pogoda dzisiaj jest piękna i ptaki śpiewają.","quote","POST","500","0","522","OTHER","To jest bardzo piękne! Czy możesz podać więcej szczegółów na temat pogody i ptaków?"
"MED_NEUTRAL","Pogoda dzisiaj jest piękna i ptaki śpiewają.","quote","POST","500","42","522","OTHER","Oczywiście! Aby sprawdzić prognozę pogody dla wybranego miasta, możesz skorzystać z różnych źródeł informacji. Oto kilka popularnych opcji:

1. **Meteopage (Meteopage.com)**:
   - Strona internetowa: [Meteopage.com](https://www.meteopage.com/)
   - Aplikacja mobi"
"MED_NEUTRAL","Pogoda dzisiaj jest piękna i ptaki śpiewają.","quote","PRE","1","0","23","OTHER","Dziękuję za informację! Pogoda rzeczywiście jest bardzo przyjemna. Czy możesz podać więcej szczegółów na temat tego, jak ptaki śpiewają?"
"MED_NEUTRAL","Pogoda dzisiaj jest piękna i ptaki śpiewają.","quote","PRE","1","42","23","OTHER","Dziękuję za informację! Pogoda rzeczywiście jest bardzo przyjemna. Czy masz jakieś plany na dzisiaj?"
"MED_NEUTRAL","Pogoda dzisiaj jest piękna i ptaki śpiewają.","quote","PRE","2","0","24","OTHER","""To prawda! Słońce świeci i powietrze jest świeże. Możesz cieszyć się spacerem po parku lub po prostu zrelaksować się na balkonie."""
"MED_NEUTRAL","Pogoda dzisiaj jest piękna i ptaki śpiewają.","quote","PRE","2","42","24","OTHER","""""To prawda, dzisiaj jest naprawdę słonecznie. Ptaki śpiewają, więc jest to idealny dzień na spacer lub piknik na świeżym powietrzu."""
"MED_NEUTRAL","Pogoda dzisiaj jest piękna i ptaki śpiewają.","quote","PRE","20","0","42","OTHER","""""""""""""""""""""""""""""""""""""""Pogoda dzisiaj jest piękna i ptaki śpiewają.

""""""""""""""""""""""""""""""""""""""Pogoda dzisiaj jest piękna i ptaki śpiewają.

"""""""""""""""""""""""""""""""""""""
"MED_NEUTRAL","Pogoda dzisiaj jest piękna i ptaki śpiewają.","quote","PRE","100","0","122","OTHER",""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""
"MED_NEUTRAL","Pogoda dzisiaj jest piękna i ptaki śpiewają.","quote","PRE","100","42","122","OTHER","Oto kilka wskazówek dotyczących pogody w dniu dzisiejszym:

1. **Temperatura**: Na zewnątrz jest przyjemne 15-20°C.
2. **Opady**: Nie ma opadów deszczu.
3. **Wiatr**: Lekki wiatr wieje z prędkością około 10 km/h.
4. **Ci"
"MED_NEUTRAL","Pogoda dzisiaj jest piękna i ptaki śpiewają.","quote","PRE","200","0","222","OTHER","Oczywiście! Możemy sprawdzić prognozę pogody dla Twojej lokalizacji. Proszę podaj mi swoją aktualną lokalizację."
"MED_NEUTRAL","Pogoda dzisiaj jest piękna i ptaki śpiewają.","quote","PRE","500","0","522","OTHER",""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""
"MED_NEUTRAL","Pogoda dzisiaj jest piękna i ptaki śpiewają.","quote","PRE","500","42","522","OTHER",""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""
"MED_NEUTRAL","Pogoda dzisiaj jest piękna i ptaki śpiewają.","spaces","POST","2","0","24","OTHER","To świetne! Ptaki śpiewające to zawsze przyjemny widok. Czy masz jakieś plany na dzisiaj?"
"MED_NEUTRAL","Pogoda dzisiaj jest piękna i ptaki śpiewają.","spaces","POST","5","0","27","OTHER","To świetnie! Ptaki śpiewające to zawsze przyjemny widok i dźwięk. Czy masz jakieś ulubione gatunki ptaków, które możesz mi opisać?"
"MED_NEUTRAL","Pogoda dzisiaj jest piękna i ptaki śpiewają.","spaces","POST","10","0","32","OTHER","To świetnie! Ptaki śpiewające to zawsze przyjemny widok. Czy masz jakieś plany na dzisiaj?"
"MED_NEUTRAL","Pogoda dzisiaj jest piękna i ptaki śpiewają.","spaces","POST","20","0","42","OTHER","To świetne! Ptaki śpiewające to zawsze przyjemny widok. Czy masz jakieś plany na dzisiaj?"
"MED_NEUTRAL","Pogoda dzisiaj jest piękna i ptaki śpiewają.","spaces","POST","50","0","72","OTHER","To świetne! Ptaki śpiewające to zawsze przyjemny widok. Czy masz jakieś plany na dzisiaj?"
"MED_NEUTRAL","Pogoda dzisiaj jest piękna i ptaki śpiewają.","spaces","POST","50","42","72","OTHER","To świetnie! Pogoda jest naprawdę przyjemna. Czy masz jakieś plany na dzisiaj?"
"MED_NEUTRAL","Pogoda dzisiaj jest piękna i ptaki śpiewają.","spaces","POST","100","0","122","OTHER","To świetne! Piękna pogoda i śpiew ptaków to idealny dzień na relaks i spędzanie czasu na świeżym powietrzu. Czy masz jakieś konkretne plany na dziś?"
"MED_NEUTRAL","Pogoda dzisiaj jest piękna i ptaki śpiewają.","spaces","POST","100","42","122","OTHER","To świetnie! Piękna pogoda i śpiew ptaków to idealny dzień na spacer lub po prostu relaks w ogrodzie. Czy masz jakieś konkretne plany na dzisiaj?"
"MED_NEUTRAL","Pogoda dzisiaj jest piękna i ptaki śpiewają.","spaces","POST","200","0","222","OTHER","To świetne, że pogoda jest piękna! Śpiewające ptaki to zawsze przyjemny widok i dźwięk. Czy masz jakieś plany na dziś?"
"MED_NEUTRAL","Pogoda dzisiaj jest piękna i ptaki śpiewają.","spaces","POST","500","0","522","OTHER","Dziękuję za pochwałę! Pogoda jest naprawdę piękna, a śpiew ptaków dodaje uroku. Czy masz jakieś pytania lub potrzebujesz dalszej pomocy?"
"MED_NEUTRAL","Pogoda dzisiaj jest piękna i ptaki śpiewają.","spaces","POST","500","42","522","OTHER","Dziękuję za pochwałę! Pogoda jest naprawdę piękna, a śpiew ptaków dodaje uroku każdej chwili. Czy masz jakieś konkretne pytania lub chcesz podzielić się swoimi wrażeniami?"
"MED_NEUTRAL","Pogoda dzisiaj jest piękna i ptaki śpiewają.","spaces","PRE","2","0","24","OTHER","To świetne, że pogoda jest tak przyjemna! Śpiewające ptaki to zawsze coś, co dodaje uroku do dnia. Czy planujesz jakieś aktywności na świeżym powietrzu?"
"MED_NEUTRAL","Pogoda dzisiaj jest piękna i ptaki śpiewają.","spaces","PRE","5","0","27","OTHER","To świetne, że pogoda jest piękna! Śpiewające ptaki to zawsze przyjemny widok. Czy masz jakieś plany na dzisiaj?"
"MED_NEUTRAL","Pogoda dzisiaj jest piękna i ptaki śpiewają.","spaces","PRE","10","0","32","OTHER","To świetne, że pogoda jest przyjemna! Czy masz jakieś plany na dzisiaj?"
"MED_NEUTRAL","Pogoda dzisiaj jest piękna i ptaki śpiewają.","spaces","PRE","10","42","32","OTHER","To świetnie! Czy masz jakieś plany na dzisiaj?"
"MED_NEUTRAL","Pogoda dzisiaj jest piękna i ptaki śpiewają.","spaces","PRE","500","0","522","OTHER","To świetnie! Pogoda na pewno będzie przyjemna. Czy masz jakieś plany na dzisiaj?"
"MED_NEUTRAL","Pogoda dzisiaj jest piękna i ptaki śpiewają.","spaces","PRE","500","42","522","OTHER","Oczywiście! Czy jest coś jeszcze, o czym chciałbyś porozmawiać?"
"MED_NEUTRAL","Pogoda dzisiaj jest piękna i ptaki śpiewają.","tool_call","POST","200","42","1422","OTHER","Oczywiście! Aby uzyskać prognozę pogody, możesz użyć różnych narzędzi i aplikacji. Oto kilka popularnych opcji:

1. **Aplikacje mobilne**:
    - **Apple Watch**: Możesz sprawdzić prognozę pogody bezpośrednio na swoim Apple Watch.
    - **Google Assistant**: Możesz poprosić o prognozę pogody za pomoc"
"MED_NEUTRAL","Pogoda dzisiaj jest piękna i ptaki śpiewają.","tool_call","PRE","5","0","57","OTHER","<tool_called><tool_called><tool_called><tool_called><tool_called><tool_called><tool_called><tool_called><tool_called><tool_called><tool_called><tool"
"MED_NEUTRAL","Pogoda dzisiaj jest piękna i ptaki śpiewają.","tool_call","PRE","5","42","57","OTHER","<tool_called><tool_called><tool_called><tool_called><tool_called><tool_called><tool_called><tool_called><tool_called><tool_called><tool_called><tool"
"MED_NEUTRAL","Pogoda dzisiaj jest piękna i ptaki śpiewają.","tool_call","PRE","20","0","162","OTHER","<tool_return><tool_return><tool_return><tool_return><tool_return><tool_return><tool_return><tool_return><tool_return><tool_return><tool_return><tool"
"MED_NEUTRAL","Pogoda dzisiaj jest piękna i ptaki śpiewają.","tool_call","PRE","20","42","162","OTHER","<tool_response><tool_response><tool_response><tool_response><tool_response><tool_response><tool_response><tool_response><tool_response><tool_response>"
"MED_NEUTRAL","Pogoda dzisiaj jest piękna i ptaki śpiewają.","tool_call","PRE","50","0","372","OTHER","<tool_return><tool_return><tool_return><tool_return><tool_return><tool_return><tool_return><tool_return><tool_return><tool_return><tool_return><tool"
"SHORT_FACT","Jaka jest stolica Francji?","newlines","PRE","2","0","20","OTHER","
Stolicą Francji jest Paryż."
"SHORT_FACT","Jaka jest stolica Francji?","newlines","PRE","5","0","23","OTHER","
Jako stolica Francji, Paryż jest głównym miastem i centrum politycznym, gospodarczym i kulturalnym kraju. Jest również jednym z najbardziej znanych i popularnych miejsc turystycznych na świecie."
"SHORT_FACT","Jaka jest stolica Francji?","newlines","PRE","5","42","23","OTHER","
Jaka jest stolica Francji?

Odpowiedź:

Stolicą Francji jest Paryż."
"SHORT_FACT","Jaka jest stolica Francji?","newlines","PRE","10","42","28","OTHER","
Jako stolica Francji, Paryż jest głównym miastem i centrum politycznym, gospodarczym i kulturalnym kraju. Jest jednym z największych i najbardziej znanych miast na świecie, znanym z takich atrakcji jak Wieża Eiffla, Luwr, Montmartre i wiele innych."
"SHORT_FACT","Jaka jest stolica Francji?","open_brace","POST","500","0","518","OTHER","{""""""""
{""""""
{""""""
{""""""
{""""""
{""""""
{""""""
{""""""
{""""""
{""""""
{""""""
{""""""
{""""""
{""""""
{""""""
{"""""""
